Ticker Symbol,Entity Name,Unique ID,As Of Date,Username,Checkins,Has App,Were Here Count,Likes,Talking About Count,Facebook Id,Date Added,Date Updated,Ticker Sector,Ticker Industry
nasdaq:pzza,34703237638,38466028,2018-06-25 00:00:00,papajohnsus,17376,False,440551,5962841,11094,34703237638,2018-06-25 01:46:04,2018-06-25 01:46:04,Consumer Services,Travel & Leisure
lon:dom,207571100452,38468604,2018-06-25 00:00:00,DominosPizza,0,False,591946,19780410,4332,207571100452,2018-06-26 01:39:25,2018-06-26 01:39:25,Consumer Services,Travel & Leisure
lon:dom,137239632978345,38464695,2018-06-14 00:00:00,dominos.ch,0,False,139,16021,179,137239632978345,2018-06-15 18:54:52,2018-06-15 18:54:52,Consumer Services,Travel & Leisure
lon:dom,172657786081466,38464696,2018-06-14 00:00:00,dominosdeutschland,729,False,14,262662,2141,172657786081466,2018-06-15 18:54:52,2018-06-15 18:54:52,Consumer Services,Travel & Leisure
lon:dom,375119861670,38460436,2018-06-13 00:00:00,DominosIreland,0,False,584485,19766833,54,375119861670,2018-06-13 19:00:17,2018-06-13 19:00:17,Consumer Services,Travel & Leisure
nasdaq:pzza,34703237638,38457518,2018-06-13 00:00:00,papajohnsus,16826,False,438311,5951737,9761,34703237638,2018-06-13 18:54:08,2018-06-13 18:54:08,Consumer Services,Travel & Leisure
lon:dom,207571100452,38460435,2018-06-13 00:00:00,DominosPizza,0,False,584435,19766267,704,207571100452,2018-06-13 19:00:17,2018-06-13 19:00:17,Consumer Services,Travel & Leisure
nasdaq:pzza,34703237638,38449007,2018-06-08 00:00:00,papajohnsus,16636,False,437262,5944250,11919,34703237638,2018-06-08 17:23:33,2018-06-08 17:23:33,Consumer Services,Travel & Leisure
lon:dom,137239632978345,38454005,2018-06-08 00:00:00,dominos.ch,0,False,136,16007,306,137239632978345,2018-06-08 17:32:51,2018-06-08 17:32:51,Consumer Services,Travel & Leisure
lon:dom,207571100452,38454003,2018-06-08 00:00:00,DominosPizza,0,False,581062,19754202,844,207571100452,2018-06-08 17:32:51,2018-06-08 17:32:51,Consumer Services,Travel & Leisure
lon:dom,172657786081466,38454006,2018-06-08 00:00:00,dominosdeutschland,729,False,14,262559,2155,172657786081466,2018-06-08 17:32:51,2018-06-08 17:32:51,Consumer Services,Travel & Leisure
lon:dom,375119861670,38454004,2018-06-08 00:00:00,DominosIreland,0,False,581081,19754110,326,375119861670,2018-06-08 17:32:51,2018-06-08 17:32:51,Consumer Services,Travel & Leisure
lon:dom,172657786081466,38446418,2018-06-07 00:00:00,dominosdeutschland,729,False,14,262550,2096,172657786081466,2018-06-07 19:45:51,2018-06-07 19:45:51,Consumer Services,Travel & Leisure
lon:dom,137239632978345,38446417,2018-06-06 00:00:00,dominos.ch,0,False,136,16000,290,137239632978345,2018-06-07 19:45:51,2018-06-07 19:45:51,Consumer Services,Travel & Leisure
lon:dom,375119861670,38442071,2018-06-06 00:00:00,DominosIreland,0,False,580271,19751935,392,375119861670,2018-06-06 16:35:53,2018-06-06 16:35:53,Consumer Services,Travel & Leisure
nasdaq:pzza,34703237638,38439246,2018-06-06 00:00:00,papajohnsus,16576,False,436905,5938427,12103,34703237638,2018-06-06 16:25:34,2018-06-06 16:25:34,Consumer Services,Travel & Leisure
lon:dom,207571100452,38442070,2018-06-06 00:00:00,DominosPizza,0,False,580237,19751334,783,207571100452,2018-06-06 16:35:53,2018-06-06 16:35:53,Consumer Services,Travel & Leisure
lon:dom,172657786081466,38437623,2018-06-05 00:00:00,dominosdeutschland,729,False,14,262520,2243,172657786081466,2018-06-05 19:12:38,2018-06-05 19:12:38,Consumer Services,Travel & Leisure
lon:dom,137239632978345,38434215,2018-06-04 00:00:00,dominos.ch,0,False,136,15996,411,137239632978345,2018-06-04 21:02:05,2018-06-04 21:02:05,Consumer Services,Travel & Leisure
lon:dom,207571100452,38434213,2018-06-04 00:00:00,DominosPizza,0,False,579048,19747832,1225,207571100452,2018-06-04 21:02:05,2018-06-04 21:02:05,Consumer Services,Travel & Leisure
lon:dom,375119861670,38434214,2018-06-04 00:00:00,DominosIreland,0,False,579055,19748242,589,375119861670,2018-06-04 21:02:05,2018-06-04 21:02:05,Consumer Services,Travel & Leisure
nasdaq:pzza,34703237638,38428188,2018-06-03 00:00:00,papajohnsus,16519,False,436559,5932599,14604,34703237638,2018-06-03 20:44:14,2018-06-03 20:44:14,Consumer Services,Travel & Leisure
lon:dom,375119861670,38426407,2018-06-02 00:00:00,DominosIreland,0,False,577620,19742584,775,375119861670,2018-06-02 20:22:34,2018-06-02 20:22:34,Consumer Services,Travel & Leisure
lon:dom,172657786081466,38426409,2018-06-02 00:00:00,dominosdeutschland,729,False,14,262516,2240,172657786081466,2018-06-02 20:22:34,2018-06-02 20:22:34,Consumer Services,Travel & Leisure
lon:dom,207571100452,38426406,2018-06-02 00:00:00,DominosPizza,0,False,577610,19742576,6559,207571100452,2018-06-02 20:22:34,2018-06-02 20:22:34,Consumer Services,Travel & Leisure
lon:dom,137239632978345,38426408,2018-06-02 00:00:00,dominos.ch,0,False,136,15986,384,137239632978345,2018-06-02 20:22:34,2018-06-02 20:22:34,Consumer Services,Travel & Leisure
lon:dom,172657786081466,38420392,2018-06-01 00:00:00,dominosdeutschland,729,False,14,262506,1806,172657786081466,2018-06-01 19:02:12,2018-06-01 19:02:12,Consumer Services,Travel & Leisure
