Ticker Symbol,Entity Name,Unique ID,As Of Date,Username,Checkins,Has App,Were Here Count,Likes,Talking About Count,Facebook Id,Date Added,Date Updated,Ticker Sector,Ticker Industry
nasdaq:boja,16910753646,37388254,2018-05-25 00:00:00,Bojangles1977,1,False,636759,399585,1073,16910753646,2018-05-26 10:50:49,2018-05-26 10:50:49,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,37388326,2018-05-25 00:00:00,BuffaloWildWings,154699,False,18641243,12568174,9182,9418270899,2018-05-26 10:50:54,2018-05-26 10:50:54,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,37390179,2018-05-25 00:00:00,Wingstop,26790,False,1770555,1294247,4859,84579814673,2018-05-26 10:53:23,2018-05-26 10:53:23,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,36613124,2018-05-23 00:00:00,BuffaloWildWings,154711,False,18632917,12569090,9984,9418270899,2018-05-23 05:57:50,2018-05-23 05:57:50,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,36614840,2018-05-23 00:00:00,Wingstop,26790,False,1769250,1294213,4275,84579814673,2018-05-23 06:04:35,2018-05-23 06:04:35,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,36613059,2018-05-23 00:00:00,Bojangles1977,1,False,636289,399592,1343,16910753646,2018-05-23 05:57:38,2018-05-23 05:57:38,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,36604039,2018-05-22 00:00:00,BuffaloWildWings,154717,False,18628772,12568301,9114,9418270899,2018-05-22 04:54:12,2018-05-22 04:54:12,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,36603974,2018-05-22 00:00:00,Bojangles1977,1,False,636139,399576,1267,16910753646,2018-05-22 04:54:04,2018-05-22 04:54:04,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,36605755,2018-05-22 00:00:00,Wingstop,26791,False,1768708,1294143,3618,84579814673,2018-05-22 04:59:15,2018-05-22 04:59:15,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,36268329,2018-05-21 00:00:00,Wingstop,26793,False,1768262,1294089,4068,84579814673,2018-05-21 05:29:04,2018-05-21 05:29:04,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,36266613,2018-05-21 00:00:00,BuffaloWildWings,154728,False,18626291,12569477,8641,9418270899,2018-05-21 05:24:22,2018-05-21 05:24:22,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,36266548,2018-05-21 00:00:00,Bojangles1977,1,False,636003,399563,1326,16910753646,2018-05-21 05:24:14,2018-05-21 05:24:14,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,36257462,2018-05-20 00:00:00,Bojangles1977,1,False,635766,399545,1303,16910753646,2018-05-20 03:57:59,2018-05-20 03:57:59,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,36259243,2018-05-20 00:00:00,Wingstop,26795,False,1767483,1294087,4112,84579814673,2018-05-20 04:01:25,2018-05-20 04:01:25,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,36257527,2018-05-20 00:00:00,BuffaloWildWings,154735,False,18620596,12569208,9430,9418270899,2018-05-20 03:58:07,2018-05-20 03:58:07,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,36250159,2018-05-19 00:00:00,Wingstop,26795,False,1766629,1294115,4082,84579814673,2018-05-19 03:58:14,2018-05-19 03:58:14,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,36248444,2018-05-19 00:00:00,BuffaloWildWings,154739,False,18612331,12570226,9931,9418270899,2018-05-19 03:54:35,2018-05-19 03:54:35,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,36248379,2018-05-19 00:00:00,Bojangles1977,1,False,635485,399541,1360,16910753646,2018-05-19 03:54:29,2018-05-19 03:54:29,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,36239300,2018-05-18 00:00:00,Bojangles1977,1,False,635340,399528,1041,16910753646,2018-05-18 13:51:04,2018-05-18 13:51:04,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,36239365,2018-05-18 00:00:00,BuffaloWildWings,154742,False,18605781,12570399,10253,9418270899,2018-05-18 13:51:11,2018-05-18 13:51:11,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,36241080,2018-05-18 00:00:00,Wingstop,26796,False,1765764,1294120,4082,84579814673,2018-05-18 13:54:28,2018-05-18 13:54:28,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,36230284,2018-05-17 00:00:00,BuffaloWildWings,154766,False,18602557,12571460,12069,9418270899,2018-05-17 03:46:35,2018-05-17 03:46:35,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,36230219,2018-05-17 00:00:00,Bojangles1977,1,False,635066,399535,1476,16910753646,2018-05-17 03:46:27,2018-05-17 03:46:27,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,36231998,2018-05-17 00:00:00,Wingstop,26804,False,1765094,1294175,4913,84579814673,2018-05-17 03:51:12,2018-05-17 03:51:12,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,36221136,2018-05-16 00:00:00,Bojangles1977,1,False,634824,399524,1597,16910753646,2018-05-16 03:43:41,2018-05-16 03:43:41,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,36222916,2018-05-16 00:00:00,Wingstop,26806,False,1764588,1294173,5508,84579814673,2018-05-16 03:48:17,2018-05-16 03:48:17,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,36221201,2018-05-16 00:00:00,BuffaloWildWings,154769,False,18598922,12571532,13079,9418270899,2018-05-16 03:43:50,2018-05-16 03:43:50,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,35555066,2018-05-15 00:00:00,Bojangles1977,1,False,634715,399522,1730,16910753646,2018-05-15 04:09:29,2018-05-15 04:09:29,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,35555131,2018-05-15 00:00:00,BuffaloWildWings,154773,False,18594791,12572833,14629,9418270899,2018-05-15 04:09:41,2018-05-15 04:09:41,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,35556847,2018-05-15 00:00:00,Wingstop,26805,False,1764114,1294166,4569,84579814673,2018-05-15 04:15:13,2018-05-15 04:15:13,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,35546049,2018-05-14 00:00:00,BuffaloWildWings,154777,False,18591894,12572153,15985,9418270899,2018-05-14 03:57:23,2018-05-14 03:57:23,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,35545984,2018-05-14 00:00:00,Bojangles1977,1,False,634586,399503,1910,16910753646,2018-05-14 03:57:14,2018-05-14 03:57:14,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,35547765,2018-05-14 00:00:00,Wingstop,26807,False,1763682,1294140,5538,84579814673,2018-05-14 04:01:27,2018-05-14 04:01:27,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,35538685,2018-05-13 00:00:00,Wingstop,26807,False,1762916,1294116,4991,84579814673,2018-05-13 04:18:45,2018-05-13 04:18:45,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,35536969,2018-05-13 00:00:00,BuffaloWildWings,154783,False,18585410,12573672,17180,9418270899,2018-05-13 04:14:44,2018-05-13 04:14:44,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,35536904,2018-05-13 00:00:00,Bojangles1977,1,False,634341,399500,1948,16910753646,2018-05-13 04:14:36,2018-05-13 04:14:36,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,35529605,2018-05-12 00:00:00,Wingstop,26807,False,1762119,1294163,4827,84579814673,2018-05-12 03:47:33,2018-05-12 03:47:33,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,35527889,2018-05-12 00:00:00,BuffaloWildWings,154789,False,18577303,12573599,17605,9418270899,2018-05-12 03:43:08,2018-05-12 03:43:08,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,35527824,2018-05-12 00:00:00,Bojangles1977,1,False,634016,399505,1595,16910753646,2018-05-12 03:42:59,2018-05-12 03:42:59,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,35518745,2018-05-11 00:00:00,Bojangles1977,1,False,633774,399511,1612,16910753646,2018-05-11 04:02:15,2018-05-11 04:02:15,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,35520526,2018-05-11 00:00:00,Wingstop,26807,False,1761278,1294245,6044,84579814673,2018-05-11 04:06:47,2018-05-11 04:06:47,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,35518810,2018-05-11 00:00:00,BuffaloWildWings,154795,False,18571270,12575386,16831,9418270899,2018-05-11 04:02:23,2018-05-11 04:02:23,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,35510393,2018-05-10 00:00:00,BuffaloWildWings,154804,False,18566178,12575298,17369,9418270899,2018-05-10 16:13:47,2018-05-10 16:13:47,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,35510329,2018-05-10 00:00:00,Bojangles1977,1,False,633647,399533,1558,16910753646,2018-05-10 16:13:40,2018-05-10 16:13:40,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,35512027,2018-05-10 00:00:00,Wingstop,26808,False,1759824,1294237,4957,84579814673,2018-05-10 16:17:39,2018-05-10 16:17:39,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,35284778,2018-05-09 00:00:00,Wingstop,26808,False,1759665,1294239,5284,84579814673,2018-05-09 22:01:04,2018-05-09 22:01:04,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,35283243,2018-05-09 00:00:00,BuffaloWildWings,154806,False,18564854,12575904,16047,9418270899,2018-05-09 21:58:00,2018-05-09 21:58:00,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,35274205,2018-05-08 00:00:00,BuffaloWildWings,154813,False,18560221,12576165,18885,9418270899,2018-05-08 13:58:38,2018-05-08 13:58:38,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,35274140,2018-05-08 00:00:00,Bojangles1977,1,False,633285,399529,1360,16910753646,2018-05-08 13:58:29,2018-05-08 13:58:29,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,35275921,2018-05-08 00:00:00,Wingstop,26809,False,1759059,1294173,5183,84579814673,2018-05-08 14:02:28,2018-05-08 14:02:28,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,34905892,2018-05-07 00:00:00,Wingstop,26811,False,1758690,1294198,7262,84579814673,2018-05-07 07:43:54,2018-05-07 07:43:54,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,34819166,2018-05-07 00:00:00,Bojangles1977,1,False,633085,399473,1073,16910753646,2018-05-07 06:36:53,2018-05-07 06:36:53,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,34819231,2018-05-07 00:00:00,BuffaloWildWings,154823,False,18558013,12577648,19011,9418270899,2018-05-07 06:37:07,2018-05-07 06:37:07,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,34817765,2018-05-06 00:00:00,Bojangles1977,1,False,632835,399466,1033,16910753646,2018-05-06 07:07:55,2018-05-06 07:07:55,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,34817830,2018-05-06 00:00:00,BuffaloWildWings,154832,False,18551939,12577126,21280,9418270899,2018-05-06 07:08:08,2018-05-06 07:08:08,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,34905890,2018-05-06 00:00:00,Wingstop,26811,False,1757875,1294215,7309,84579814673,2018-05-07 07:43:54,2018-05-07 07:43:54,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,34808709,2018-05-05 00:00:00,Bojangles1977,1,False,632562,399495,1066,16910753646,2018-05-05 05:17:35,2018-05-05 05:17:35,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,34808774,2018-05-05 00:00:00,BuffaloWildWings,154833,False,18544193,12578328,25591,9418270899,2018-05-05 05:17:45,2018-05-05 05:17:45,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,34810490,2018-05-05 00:00:00,Wingstop,26813,False,1757070,1294290,7420,84579814673,2018-05-05 05:23:10,2018-05-05 05:23:10,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,34470944,2018-05-04 00:00:00,BuffaloWildWings,154842,False,18537555,12577815,32893,9418270899,2018-05-04 04:30:50,2018-05-04 04:30:50,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,34470879,2018-05-04 00:00:00,Bojangles1977,1,False,632340,399498,983,16910753646,2018-05-04 04:30:40,2018-05-04 04:30:40,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,34472660,2018-05-04 00:00:00,Wingstop,26816,False,1756196,1294318,7798,84579814673,2018-05-04 04:35:46,2018-05-04 04:35:46,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,34233008,2018-05-03 00:00:00,BuffaloWildWings,154848,False,18533544,12578918,32207,9418270899,2018-05-03 09:49:04,2018-05-03 09:49:04,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,34232943,2018-05-03 00:00:00,Bojangles1977,1,False,632165,399512,936,16910753646,2018-05-03 09:48:58,2018-05-03 09:48:58,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,34234724,2018-05-03 00:00:00,Wingstop,26816,False,1755416,1294344,7663,84579814673,2018-05-03 09:55:07,2018-05-03 09:55:07,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,34223954,2018-05-02 00:00:00,BuffaloWildWings,154855,False,18530541,12578517,31301,9418270899,2018-05-02 14:39:27,2018-05-02 14:39:27,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,34225670,2018-05-02 00:00:00,Wingstop,26821,False,1754870,1294330,6367,84579814673,2018-05-02 14:42:37,2018-05-02 14:42:37,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,34223889,2018-05-02 00:00:00,Bojangles1977,1,False,632039,399498,743,16910753646,2018-05-02 14:39:21,2018-05-02 14:39:21,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,34209617,2018-05-01 00:00:00,Wingstop,26823,False,1754225,1294142,5558,84579814673,2018-05-01 15:54:47,2018-05-01 15:54:47,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,34206186,2018-05-01 00:00:00,BuffaloWildWings,154867,False,18526094,12579525,29022,9418270899,2018-05-01 15:52:19,2018-05-01 15:52:19,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,34206056,2018-05-01 00:00:00,Bojangles1977,1,False,631852,399489,723,16910753646,2018-05-01 15:52:13,2018-05-01 15:52:13,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,34206055,2018-04-30 00:00:00,Bojangles1977,1,False,631743,399511,668,16910753646,2018-05-01 15:52:13,2018-05-01 15:52:13,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,34206185,2018-04-30 00:00:00,BuffaloWildWings,154869,False,18523491,12579129,27164,9418270899,2018-05-01 15:52:19,2018-05-01 15:52:19,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,34209616,2018-04-30 00:00:00,Wingstop,26829,False,1753652,1294116,5452,84579814673,2018-05-01 15:54:47,2018-05-01 15:54:47,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,33867936,2018-04-29 00:00:00,BuffaloWildWings,154874,False,18517756,12579670,21922,9418270899,2018-04-29 19:14:30,2018-04-29 19:14:30,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,33867871,2018-04-29 00:00:00,Bojangles1977,1,False,631500,399530,823,16910753646,2018-04-29 19:14:24,2018-04-29 19:14:24,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,33869652,2018-04-29 00:00:00,Wingstop,26830,False,1752809,1294137,4880,84579814673,2018-04-29 19:20:24,2018-04-29 19:20:24,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,33860593,2018-04-28 00:00:00,Wingstop,26832,False,1751986,1294162,5342,84579814673,2018-04-28 08:33:05,2018-04-28 08:33:05,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,33858812,2018-04-28 00:00:00,Bojangles1977,1,False,631157,399551,800,16910753646,2018-04-28 08:24:42,2018-04-28 08:24:42,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,33858877,2018-04-28 00:00:00,BuffaloWildWings,154882,False,18508465,12580220,15256,9418270899,2018-04-28 08:24:49,2018-04-28 08:24:49,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,33851542,2018-04-27 00:00:00,Wingstop,26832,False,1751205,1294189,17066,84579814673,2018-04-27 19:59:06,2018-04-27 19:59:06,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,33849826,2018-04-27 00:00:00,BuffaloWildWings,154894,False,18501955,12581246,10832,9418270899,2018-04-27 19:56:47,2018-04-27 19:56:47,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,33849761,2018-04-27 00:00:00,Bojangles1977,1,False,631086,399555,869,16910753646,2018-04-27 19:56:42,2018-04-27 19:56:42,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,33513607,2018-04-26 00:00:00,Wingstop,26837,False,1750353,1294254,17066,84579814673,2018-04-26 20:17:05,2018-04-26 20:17:05,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,33511826,2018-04-26 00:00:00,Bojangles1977,1,False,630883,399601,926,16910753646,2018-04-26 20:13:49,2018-04-26 20:13:49,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,33511891,2018-04-26 00:00:00,BuffaloWildWings,154897,False,18495727,12582238,10832,9418270899,2018-04-26 20:13:55,2018-04-26 20:13:55,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,33502775,2018-04-25 00:00:00,Bojangles1977,1,False,630591,399655,1253,16910753646,2018-04-25 07:02:08,2018-04-25 07:02:08,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,33504555,2018-04-25 00:00:00,Wingstop,26837,False,1749612,1294319,18766,84579814673,2018-04-25 07:05:38,2018-04-25 07:05:38,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,33502840,2018-04-25 00:00:00,BuffaloWildWings,154913,False,18491735,12583946,10532,9418270899,2018-04-25 07:02:14,2018-04-25 07:02:14,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,33055157,2018-04-24 00:00:00,Bojangles1977,1,False,630445,399673,1074,16910753646,2018-04-24 07:29:30,2018-04-24 07:29:30,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,33056937,2018-04-24 00:00:00,Wingstop,26837,False,1749109,1294357,18386,84579814673,2018-04-24 07:35:09,2018-04-24 07:35:09,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,33055222,2018-04-24 00:00:00,BuffaloWildWings,154924,False,18488293,12584014,10462,9418270899,2018-04-24 07:29:38,2018-04-24 07:29:38,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,33046140,2018-04-23 00:00:00,Bojangles1977,1,False,630332,399692,1090,16910753646,2018-04-23 15:23:59,2018-04-23 15:23:59,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,33047921,2018-04-23 00:00:00,Wingstop,26838,False,1748694,1294427,18929,84579814673,2018-04-23 15:27:00,2018-04-23 15:27:00,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,33046205,2018-04-23 00:00:00,BuffaloWildWings,154927,False,18486126,12585152,10770,9418270899,2018-04-23 15:24:06,2018-04-23 15:24:06,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,32699444,2018-04-22 00:00:00,Bojangles1977,1,False,630277,399703,1090,16910753646,2018-04-22 15:58:25,2018-04-22 15:58:25,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,32703006,2018-04-22 00:00:00,Wingstop,26838,False,1747867,1294458,19043,84579814673,2018-04-22 16:03:08,2018-04-22 16:03:08,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,32699574,2018-04-22 00:00:00,BuffaloWildWings,154930,False,18480820,12585491,11524,9418270899,2018-04-22 15:58:35,2018-04-22 15:58:35,Consumer Services,Travel & Leisure
nasdaq:bwld,9418270899,32699573,2018-04-20 00:00:00,BuffaloWildWings,154939,False,18463547,12588062,11015,9418270899,2018-04-22 15:58:35,2018-04-22 15:58:35,Consumer Services,Travel & Leisure
nasdaq:wing,84579814673,32703005,2018-04-20 00:00:00,Wingstop,26841,False,1745811,1294592,4532,84579814673,2018-04-22 16:03:08,2018-04-22 16:03:08,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,32699443,2018-04-20 00:00:00,Bojangles1977,1,False,629460,399758,1093,16910753646,2018-04-22 15:58:25,2018-04-22 15:58:25,Consumer Services,Travel & Leisure
nasdaq:boja,16910753646,32470795,2018-04-19 00:00:00,Bojangles1977,1,False,629278,399763,1173,16910753646,2018-04-19 07:48:16,2018-04-19 07:48:16,Consumer Services,Travel & Leisure
